Br,Cl,F,SO4,Ca,Mg,Sr,Cu,Co,Pb,Zn,Li,Na,K,Mn,Fe,Ba,cluster_true
0.0958990932418188,0.0623655388637902,0.0220146348001381,0.1276060163438984,0.0627868443704362,0.0840681274411384,0.1010086552051123,0.0166960919293869,0.0131433489060493,0.0185289481442325,0.0081783289282269,0.0737021533031553,0.1012335495596701,0.0492926627496482,0.0803538074798673,0.0398539545939445,0.0432682441394858,A
0.0999706082645809,0.0933270069776432,0.0178773106730305,0.1171567216486202,0.0604936633312587,0.0508800303789926,0.0508994205290121,0.0134551418161558,0.0253026793871386,0.033002196371856,0.0167103442125194,0.059442634134603,0.1403934882408853,0.0752761881098035,0.0554276043155544,0.0439884720699231,0.0463964895384221,A
0.0974581267453017,0.1120858217272522,0.0217851637736778,0.1029990549251575,0.0599628919298171,0.0308589885568634,0.0262100786417992,0.0097034565629261,0.0134863136487485,0.0339624526143326,0.014223637422003,0.0671545978123963,0.2293595890782784,0.0919337545997713,0.0415782669170992,0.0278979499139953,0.0193398551305795,A
0.1314545290697036,0.1008462589869668,0.0239541220658384,0.1828516181241074,0.073363598556777,0.0478190639918488,0.0166530247469081,0.0204835674414828,0.0143075449725913,0.021735195979217,0.0339376197302315,0.0388282466909245,0.1178784381630861,0.0399121848096782,0.0398282796083297,0.0719483513170171,0.0241983557452909,A
0.069935212031249,0.0841726446747298,0.0193997677028216,0.1140663338399065,0.0585889822763911,0.0464845429397091,0.0154817325358764,0.0087186626802427,0.0334687262178013,0.0171321027829318,0.0214098665767434,0.0976665553237227,0.1601113677286408,0.0923572545175021,0.0734421689630043,0.0564975216215617,0.0310665575871652,A
0.0783529006905564,0.0996644183827022,0.0337141124539372,0.1188777967246708,0.0653157229689005,0.0439450919110006,0.0193522714775864,0.0303242267097387,0.032820791239537,0.0263881003111332,0.0112535670046083,0.1077082474323322,0.111900262214838,0.0578740632635226,0.0569241759067382,0.0851641415923575,0.0204201097158393,A
0.1396268744882415,0.1367773627570715,0.013133310598127,0.0507727851565851,0.0360928052013611,0.0755746587091174,0.0421338679547677,0.0094596961433923,0.0098498483732539,0.0158829100174057,0.0201197731843694,0.0751954734595496,0.0968663964016534,0.0818524461376874,0.0859976969071961,0.0858434165855382,0.024820677924682,A
0.1046274853590424,0.0671416009525974,0.0118228722403717,0.1508912192383025,0.0383092676174276,0.0915253073348282,0.0492936319535525,0.0181521527416864,0.0239346059397654,0.0156895299716769,0.0092489570721979,0.0728277319678583,0.1755682462023407,0.0373894241966833,0.0167118669075826,0.0719693899026778,0.0448967104014076,A
0.0657747866128521,0.1091655229506874,0.0103854964678026,0.1479343253534586,0.0253420019168732,0.0560963343406164,0.0178754986747784,0.0127124133699778,0.0244978402080987,0.0139218652365935,0.0273058989786081,0.1314335744911385,0.0872828045353066,0.0700912242680866,0.0467867669065476,0.0902792753454406,0.0631143703431323,A
0.0748313704117696,0.0613954733923968,0.0210526504350255,0.2398084625036524,0.1274799651369177,0.0979768492667292,0.0467929395485942,0.0140060326810461,0.0084901600748029,0.0227275651979514,0.0111313261533172,0.0493080671291459,0.0876760734782537,0.0357725961414079,0.0310371908329142,0.0476292480341742,0.0228840295819003,A
0.0857762983677822,0.1045888889044985,0.0280340403780284,0.1194885660472229,0.0362627796565644,0.0348863743839451,0.0402688926688321,0.0151721908343849,0.0319643385212274,0.0150253434132062,0.0221903015689626,0.0526865472461522,0.1719696531338765,0.0500253384007616,0.082182259982355,0.0466938800778669,0.0627843064143323,A
0.0638867662708654,0.1320149114248103,0.0168901183766487,0.1159291588034395,0.0376247102511516,0.045934132363091,0.0411325856982121,0.0131745505279774,0.0317717302360545,0.0286843371709791,0.029186982344974,0.0754291425180102,0.1312122080447659,0.060883630986648,0.0532171259823966,0.1069446307777133,0.0160832782222615,A
0.0778929948867394,0.1087136819780889,0.0171593240742351,0.1081201336603918,0.0340389942257219,0.0308290591294645,0.0786227761140372,0.013130250754123,0.0100697229433347,0.0174352978820177,0.0094280160584164,0.1333490245431927,0.1104787428738881,0.0709086658435694,0.0953422458503382,0.0431203502558444,0.041360718926596,A
0.0385042013409747,0.1266570846059273,0.0131764710751631,0.2458707764238499,0.1049027871993016,0.0181044450084444,0.0643604373116771,0.0101269934405411,0.0127953053041806,0.0095482413816978,0.0105616781872345,0.0451583707643811,0.153672757971621,0.0475887803901305,0.029559674162881,0.0424480641884745,0.0269639312435189,A
